date,country,city,latitude,longitude,region_txt,target_type,target_type2,attack_type,attack_type2,perpetrator2,perpetrator,num_of_attackers,injuries,fatalities,casualties
1970-06-27,United Kingdom,Londonderry,55.011562,-7.312045,Western Europe,Private Citizens & Property,,Armed Assault,,,Irish Republican Army (IRA),,,3.0,
1970-06-28,United States,Detroit,42.331685,-83.047924,North America,Police,,Armed Assault,,,National Committee to Combat Fascism,2.0,3.0,0.0,3.0
1970-06-29,United States,Des Moines,41.579662,-93.621506,North America,Educational Institution,,Bombing/Explosion,,,Black Panthers,-99.0,0.0,0.0,0.0
1970-06-29,United States,Whitefish Bay,43.118461,-87.902289,North America,Business,,Bombing/Explosion,,,Left-Wing Militants,-99.0,0.0,0.0,0.0
1970-06-30,United States,New York City,40.697132,-73.931351,North America,Business,,Facility/Infrastructure Attack,,,Unknown,-99.0,0.0,0.0,0.0
1970-06-30,United States,New York City,40.697132,-73.931351,North America,Business,,Facility/Infrastructure Attack,,,Unknown,-99.0,0.0,0.0,0.0
1970-06-30,United States,New York City,40.697132,-73.931351,North America,Business,,Facility/Infrastructure Attack,,,Unknown,-99.0,0.0,0.0,0.0
1970-06-30,United States,New York City,40.697132,-73.931351,North America,Business,,Facility/Infrastructure Attack,,,Unknown,-99.0,0.0,0.0,0.0
1970-06-30,United States,Plainfield,40.617623,-74.417061,North America,Police,,Armed Assault,Facility/Infrastructure Attack,,Black Nationalists,-99.0,1.0,1.0,2.0
,,,,,,,,,,,,,,,
1970-07-01,Brazil,Rio de Janeiro,-22.908278,-43.197026,South America,Airports & Aircraft,,Hijacking,,,Unknown,4.0,0.0,0.0,0.0
1970-07-01,United States,Berkeley,37.874043,-122.280022,North America,Educational Institution,,Bombing/Explosion,,,Student Radicals,-99.0,0.0,0.0,0.0
1970-07-01,United States,Washington,38.908642,-77.015381,North America,Private Citizens & Property,,Bombing/Explosion,,,Revolutionary Force Seven,-99.0,0.0,0.0,0.0
1970-07-02,Dominican Republic,Santo Domingo,18.456792,-69.951164,Central America & Caribbean,Private Citizens & Property,,Assassination,,,MANO-D,,0.0,1.0,1.0
1970-07-02,United States,Compton,33.895285,-118.224329,North America,Police,,Bombing/Explosion,,,Black Nationalists,1.0,0.0,1.0,1.0
1970-07-02,United States,Omaha,41.260675,-95.940469,North America,Business,,Bombing/Explosion,,,Black Panthers,-99.0,0.0,0.0,0.0
1970-07-02,United States,Washington,38.908642,-77.015381,North America,Government (Diplomatic),,Bombing/Explosion,,,Revolutionary Force Seven,,0.0,0.0,0.0
1970-07-02,United States,Washington,38.908642,-77.015381,North America,Government (Diplomatic),,Bombing/Explosion,,,Revolutionary Force Seven,,0.0,0.0,0.0
1970-07-02,United States,Washington,38.908642,-77.015381,North America,Government (Diplomatic),,Bombing/Explosion,,,Revolutionary Force Seven,,0.0,0.0,0.0
1970-07-02,United States,Washington,38.908642,-77.015381,North America,Government (Diplomatic),,Bombing/Explosion,,,Revolutionary Force Seven,,0.0,0.0,0.0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
1970-07-03,United States,New York City,40.697132,-73.931351,North America,Private Citizens & Property,,Bombing/Explosion,,,White extremists,-99.0,0.0,0.0,0.0
1970-07-03,United States,Seattle,47.610786,-122.331306,North America,Business,,Bombing/Explosion,,,Seattle Liberation Front,-99.0,0.0,0.0,0.0
1970-07-04,United States,Akron,41.084195,-81.514059,North America,Private Citizens & Property,Business,Bombing/Explosion,,,Unknown,-99.0,0.0,0.0,0.0
1970-07-04,United States,Long Beach,40.5894,-73.666354,North America,Private Citizens & Property,,Bombing/Explosion,,,Unknown,-99.0,0.0,0.0,0.0
1970-07-04,United States,Longview,32.50064,-94.741075,North America,Educational Institution,,Bombing/Explosion,,,White extremists,2.0,0.0,0.0,0.0
1970-07-04,United States,New York City,40.697132,-73.931351,North America,Military,,Facility/Infrastructure Attack,,,Left-Wing Militants,1.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,
1970-07-04,United States,New York City,40.697132,-73.931351,North America,Business,,Bombing/Explosion,,,Unknown,,0.0,0.0,0.0
1970-07-04,United States,San Francisco,37.755363,-122.443352,North America,Private Citizens & Property,,Assassination,,,Strikers,3.0,1.0,0.0,1.0
1970-07-05,United States,New York City,40.697132,-73.931351,North America,Police,,Bombing/Explosion,,,Black Nationalists,-99.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
1970-07-07,United States,New York City,40.697132,-73.931351,North America,Government (Diplomatic),,Bombing/Explosion,,,Unknown,,0.0,0.0,0.0
1970-07-07,United States,New York City,40.697132,-73.931351,North America,Business,,Bombing/Explosion,,,Unknown,,0.0,0.0,0.0
1970-07-07,United States,New York City,40.697132,-73.931351,North America,Government (Diplomatic),,Bombing/Explosion,,,Unknown,,0.0,0.0,0.0
1970-07-07,United States,New York City,40.697132,-73.931351,North America,Private Citizens & Property,,Bombing/Explosion,,,"Weather Underground, Weathermen",,0.0,0.0,0.0
1970-07-08,United States,Oneonta,33.948315,-86.472939,North America,Business,,Bombing/Explosion,,,Unknown,2.0,0.0,0.0,0.0
1970-07-08,United States,Petaluma,38.232471,-122.644448,North America,Journalists & Media,,Facility/Infrastructure Attack,,,Strikers,-99.0,0.0,0.0,0.0
1970-07-09,United States,Des Plaines,42.039274,-87.859977,North America,Government (General),,Facility/Infrastructure Attack,,,Left-Wing Militants,-99.0,0.0,0.0,0.0
1970-07-09,West Germany (FRG),Munich,48.139126,11.580186,Western Europe,Government (General),,Facility/Infrastructure Attack,,,Unknown,,,,
1970-07-10,Colombia,Manizales,5.059097,-75.50596,South America,Government (General),,Hostage Taking (Kidnapping),,,Unknown,,,,
1970-07-11,Guatemala,Unknown,,,Central America & Caribbean,Business,,Hostage Taking (Kidnapping),,,Rebel Armed Forces of Guatemala (FAR),,,,
,,,,,,,,,,,,,,,
1970-07-11,United States,New Bedford,41.637675,-70.930869,North America,Private Citizens & Property,,Armed Assault,,,White extremists,-99.0,3.0,1.0,4.0
,,,,,,,,,,,,,,,
1970-07-12,United States,Palo Alto,37.424305,-122.143913,North America,Business,,Bombing/Explosion,,,Unknown,,0.0,0.0,0.0
1970-07-14,United States,Chicago,41.842602,-87.681229,North America,NGO,,Facility/Infrastructure Attack,,,Black Nationalists,-99.0,0.0,0.0,0.0
1970-07-14,United States,New York City,40.697132,-73.931351,North America,Military,,Facility/Infrastructure Attack,,,Left-Wing Militants,-99.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,
1970-07-16,United States,Chicago,41.842602,-87.681229,North America,NGO,,Facility/Infrastructure Attack,,,White extremists,-99.0,0.0,0.0,0.0
1970-07-16,United States,New York City,40.697132,-73.931351,North America,Military,,Facility/Infrastructure Attack,,,Left-Wing Militants,-99.0,0.0,0.0,0.0
1970-07-16,United States,St. Paul,44.943829,-93.093326,North America,Government (General),,Facility/Infrastructure Attack,,,Left-Wing Militants,-99.0,0.0,0.0,0.0
1970-07-17,United States,Chicago,41.842602,-87.681229,North America,Police,,Armed Assault,,,Black Nationalists,2.0,0.0,2.0,2.0
1970-07-18,United States,New York City,40.697132,-73.931351,North America,Business,,Bombing/Explosion,,,Left-Wing Militants,-99.0,0.0,0.0,0.0
1970-07-20,United States,New York City,40.697132,-73.931351,North America,NGO,,Facility/Infrastructure Attack,,,Black Nationalists,3.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,
1970-07-21,Bolivia,Unknown,,,South America,Business,,Hostage Taking (Kidnapping),,,Ejercito de Liberacion Nacional (Bolivia),5.0,0.0,0.0,0.0
1970-07-21,United States,Milwaukee,43.064388,-87.966202,North America,Business,,Bombing/Explosion,,,Left-Wing Militants,-99.0,0.0,0.0,0.0
1970-07-21,United States,New York City,40.697132,-73.931351,North America,Police,,Bombing/Explosion,,,Left-Wing Militants,-99.0,0.0,0.0,0.0
1970-07-21,United States,San Diego,32.715695,-117.161719,North America,Business,,Bombing/Explosion,,,Unknown,,0.0,0.0,0.0
1970-07-22,Greece,Athens,37.99749,23.762728,Western Europe,Airports & Aircraft,,Hijacking,,,Arabs,6.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,
1970-07-22,United States,Camden,39.933449,-75.106743,North America,Military,,Facility/Infrastructure Attack,,,Left-Wing Militants,-99.0,0.0,0.0,0.0
1970-07-22,United States,Milwaukee,43.064388,-87.966202,North America,Utilities,,Bombing/Explosion,,,Left-Wing Militants,-99.0,0.0,0.0,0.0
1970-07-23,Nicaragua,Managua,12.103822,-86.267014,Central America & Caribbean,Business,,Hostage Taking (Kidnapping),,,Sandinista National Liberation Front (FSLN),4.0,0.0,0.0,0.0
1970-07-23,United States,Los Angeles,34.097866,-118.407379,North America,Government (General),,Bombing/Explosion,,,Left-Wing Militants,-99.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,
1970-07-24,Brazil,Recife,-8.048021,-34.876338,South America,Government (Diplomatic),,Hostage Taking (Kidnapping),,,Unknown,3.0,0.0,0.0,0.0
1970-07-24,United States,New York City,40.697132,-73.931351,North America,NGO,,Facility/Infrastructure Attack,,,Jewish Defense League (JDL),-99.0,0.0,0.0,0.0
1970-07-26,United States,Sparta,43.939135,-90.820369,North America,Military,,Bombing/Explosion,,,American Servicemen's Union (ASU),,0.0,0.0,0.0
1970-07-26,United States,Sparta,43.939135,-90.820369,North America,Utilities,,Bombing/Explosion,,,American Servicemen's Union (ASU),3.0,0.0,0.0,0.0
1970-07-26,United States,Sparta,43.939135,-90.820369,North America,Telecommunication,,Bombing/Explosion,,,American Servicemen's Union (ASU),3.0,0.0,0.0,0.0
1970-07-26,United States,St. Louis,38.62774,-90.199514,North America,Business,,Assassination,,,Unknown,,0.0,1.0,1.0
1970-07-27,United States,New York City,40.697132,-73.931351,North America,Business,,Bombing/Explosion,,,"Weather Underground, Weathermen",,0.0,0.0,0.0
1970-07-27,United States,San Francisco,37.755363,-122.443352,North America,Military,,Bombing/Explosion,,,Left-Wing Militants,-99.0,0.0,0.0,0.0
1970-07-27,United States,San Francisco,37.755363,-122.443352,North America,Military,,Bombing/Explosion,,,Left-Wing Militants,-99.0,0.0,0.0,0.0
1970-07-28,Spain,Pamplona,42.815372,-1.653616,Western Europe,Journalists & Media,,Bombing/Explosion,,,GAC,,,,
1970-07-28,United States,Houston,29.813822,-95.365295,North America,Business,,Bombing/Explosion,,,Unknown,,0.0,0.0,0.0
1970-07-28,Uruguay,Montevideo,-34.891151,-56.187214,South America,Government (General),,Hostage Taking (Kidnapping),,,Tupamaros (Uruguay),4.0,0.0,0.0,0.0
1970-07-30,United States,Alameda,37.774422,-122.275475,North America,Government (General),,Bombing/Explosion,,,"Weather Underground, Weathermen",,0.0,0.0,0.0
1970-07-30,United States,Chicago,41.842602,-87.681229,North America,Utilities,,Bombing/Explosion,,,Black Panthers,1.0,0.0,0.0,0.0
1970-07-31,Argentina,Garin,-34.422436,-58.737755,South America,Private Citizens & Property,,Armed Assault,,,Revolutionary Armed Forces- Argentina (FAR-A),22.0,0.0,0.0,0.0
1970-07-31,United States,Charlotte,35.2225,-80.837539,North America,Private Citizens & Property,,Armed Assault,,,White extremists,-99.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
1970-07-31,Uruguay,Montevideo,-34.891151,-56.187214,South America,Government (Diplomatic),,Hostage Taking (Kidnapping),,,Tupamaros (Uruguay),,0.0,0.0,0.0
1970-07-31,Uruguay,Montevideo,-34.891151,-56.187214,South America,Government (General),,Hostage Taking (Kidnapping),,,Tupamaros (Uruguay),4.0,0.0,1.0,1.0
1970-07-31,Uruguay,Montevideo,-34.891151,-56.187214,South America,Government (Diplomatic),,Hostage Taking (Kidnapping),,,Tupamaros (Uruguay),5.0,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
1970-08-01,Belgium,Brussels,50.836426,4.367415,Western Europe,Government (Diplomatic),,Bombing/Explosion,,,Croatian Nationalists,,0.0,0.0,0.0
,,,,,,,,,,,,,,,
1970-08-01,United States,New York City,40.697132,-73.931351,North America,Business,,Bombing/Explosion,,,"Weather Underground, Weathermen",,0.0,0.0,0.0
1970-08-02,United States,Berkeley,37.874043,-122.280022,North America,Police,,Bombing/Explosion,,,Black Nationalists,-99.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
1970-08-05,United States,Milwaukee,43.064388,-87.966202,North America,Business,,Bombing/Explosion,,,Left-Wing Militants,-99.0,0.0,0.0,0.0
1970-08-06,Argentina,San Miguel de Tucuman,-26.808285,-65.21759,South America,Police,,Assassination,,,Unknown,,0.0,1.0,1.0
1970-08-06,United States,Placentia,33.871124,-117.861401,North America,Business,,Bombing/Explosion,,,Unknown,,0.0,0.0,0.0
1970-08-06,United States,San Jose,37.338475,-121.885794,North America,Police,,Armed Assault,,,Black Nationalists,1.0,0.0,1.0,1.0
1970-08-07,East Germany (GDR),Berlin,52.50153,13.401851,Eastern Europe,Government (General),,Bombing/Explosion,,,SFT,,,,
1970-08-07,United States,Dundalk,39.26931,-76.503519,North America,Government (General),,Facility/Infrastructure Attack,,,Left-Wing Militants,-99.0,0.0,0.0,0.0
1970-08-07,United States,San Rafael,37.97457,-122.532474,North America,Government (General),,Hostage Taking (Kidnapping),,,Jonathan Jackson Brigade,,2.0,4.0,6.0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
1970-08-09,Argentina,Santa Fe,-31.632368,-60.699359,South America,Business,,Armed Assault,,,Peronist Armed Forces (FAP),5.0,,,
1970-08-10,United States,Portland,45.511795,-122.675629,North America,Government (General),,Facility/Infrastructure Attack,,,White Panther Party,4.0,0.0,0.0,0.0
1970-08-11,United Kingdom,Crossmaglen,54.077313,-6.608787,Western Europe,Police,,Bombing/Explosion,,,Irish Republican Army (IRA),,,2.0,
1970-08-12,East Germany (GDR),Berlin,52.50153,13.401851,Eastern Europe,Police,,Bombing/Explosion,,,Unknown,,,,
,,,,,,,,,,,,,,,
1970-08-14,East Germany (GDR),Berlin,52.50153,13.401851,Eastern Europe,Police,,Bombing/Explosion,,,Unknown,,,,
1970-08-15,United States,West Point,33.60651,-88.650419,North America,Private Citizens & Property,,Assassination,,,White extremists,-99.0,0.0,1.0,1.0
1970-08-17,United States,Minneapolis,44.964985,-93.260193,North America,Military,,Bombing/Explosion,,,Left-Wing Militants,-99.0,1.0,0.0,1.0
1970-08-17,United States,Omaha,41.260675,-95.940469,North America,Private Citizens & Property,,Bombing/Explosion,,,Black Panthers,,7.0,1.0,8.0
,,,,,,,,,,,,,,,
1970-08-18,United States,New York City,40.697132,-73.931351,North America,NGO,,Facility/Infrastructure Attack,,,Jewish Defense League (JDL),-99.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,
1970-08-19,Uruguay,Montevideo,-34.891151,-56.187214,South America,Government (General),,Hostage Taking (Kidnapping),,,Tupamaros (Uruguay),5.0,0.0,0.0,0.0
1970-08-20,United States,Berkeley,37.874043,-122.280022,North America,Police,,Armed Assault,,,Black Nationalists,-99.0,0.0,1.0,1.0
1970-08-20,United States,Reisterstown,39.464791,-76.829198,North America,Government (General),,Facility/Infrastructure Attack,,,Left-Wing Militants,2.0,0.0,0.0,0.0
1970-08-20,United States,Washington,38.908642,-77.015381,North America,Government (Diplomatic),,Bombing/Explosion,,,Revolutionary Action Party,,0.0,0.0,0.0
1970-08-21,United States,Eugene,44.04483,-123.072606,North America,Educational Institution,,Facility/Infrastructure Attack,,,Student Radicals,-99.0,0.0,0.0,0.0
1970-08-21,Uruguay,Montevideo,-34.891151,-56.187214,South America,Telecommunication,,Hostage Taking (Barricade Incident),,,Tupamaros (Uruguay),6.0,0.0,0.0,0.0
1970-08-22,United States,Baltimore,39.308342,-76.616104,North America,Military,,Facility/Infrastructure Attack,,,Left-Wing Militants,-99.0,0.0,0.0,0.0
1970-08-22,United States,St. Paul,44.943829,-93.093326,North America,Police,,Bombing/Explosion,,,Black Panthers,1.0,1.0,0.0,1.0
1970-08-24,United States,Madison,43.07295,-89.386694,North America,Military,,Bombing/Explosion,,,New Year's Gang,,4.0,1.0,5.0
1970-08-25,Mexico,Mexico city,19.371887,-99.086624,North America,Government (Diplomatic),,Hostage Taking (Kidnapping),,,Unknown,6.0,0.0,0.0,0.0
1970-08-25,United States,Burlington,42.505832,-71.19376,North America,Police,,Facility/Infrastructure Attack,,,Left-Wing Militants,-99.0,0.0,0.0,0.0
1970-08-27,East Germany (GDR),Berlin,52.50153,13.401851,Eastern Europe,Business,,Bombing/Explosion,,,Unknown,,,,
1970-08-27,United States,Cambridge,42.377003,-71.11666,North America,Educational Institution,,Facility/Infrastructure Attack,,,Student Radicals,-99.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
1970-08-28,United States,Rocky Mount,35.948199,-77.795207,North America,Educational Institution,,Bombing/Explosion,,,White extremists,-99.0,0.0,0.0,0.0
1970-08-28,United States,Walnut Creek,37.90118,-122.061628,North America,Military,,Facility/Infrastructure Attack,,,Left-Wing Militants,-99.0,0.0,0.0,0.0
1970-08-29,United States,Berkeley,37.874043,-122.280022,North America,Business,,Facility/Infrastructure Attack,,,Unknown,,0.0,0.0,0.0
1970-08-29,United States,Santa Fe Springs,33.946154,-118.082952,North America,Government (General),,Bombing/Explosion,,,Left-Wing Militants,-99.0,0.0,0.0,0.0
1970-08-29,United States,Walnut Creek,37.90118,-122.061628,North America,Government (General),,Facility/Infrastructure Attack,,,Left-Wing Militants,-99.0,0.0,0.0,0.0
1970-08-29,United States,Washington,38.908642,-77.015381,North America,Government (Diplomatic),,Bombing/Explosion,,,Revolutionary Action Party,,0.0,0.0,0.0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
1970-08-30,United States,Athens,33.948005,-83.377322,North America,Educational Institution,,Facility/Infrastructure Attack,,,Student Radicals,-99.0,0.0,0.0,0.0
1970-08-30,United States,Washington,38.908642,-77.015381,North America,Government (Diplomatic),,Bombing/Explosion,,,Revolutionary Action Party,,0.0,0.0,0.0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
1970-08-31,Turkey,Ankara,39.930771,32.76754,Middle East & North Africa,Military,,Bombing/Explosion,,,Turkish People's Liberation Army,,0.0,0.0,0.0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
1970-09-01,United States,Philadelphia,40.008171,-75.13549,North America,Business,,Armed Assault,,,"Weather Underground, Weathermen",,0.0,0.0,0.0
,,,,,,,,,,,,,,,
1970-09-02,Greece,Athens,37.99749,23.762728,Western Europe,Government (Diplomatic),,Bombing/Explosion,,,Unknown,2.0,0.0,2.0,2.0
1970-09-02,United States,Milpitas,37.432805,-121.897259,North America,Business,,Bombing/Explosion,,,Left-Wing Militants,-99.0,0.0,0.0,0.0
1970-09-02,United States,San Francisco,37.755363,-122.443352,North America,Police,,Bombing/Explosion,,,Black Nationalists,-99.0,0.0,0.0,0.0
1970-09-03,United States,Fremont,37.548148,-121.988566,North America,Business,,Bombing/Explosion,,,Left-Wing Militants,-99.0,0.0,0.0,0.0
1970-09-03,United States,Memphis,35.14968,-90.048929,North America,Private Citizens & Property,,Bombing/Explosion,,,Unknown,-99.0,0.0,0.0,0.0
1970-09-04,United Kingdom,Belfast,54.607712,-5.95621,Western Europe,Terrorists/Non-State Militia,,Bombing/Explosion,,,Irish Republican Army (IRA),,,1.0,
1970-09-04,United States,Milwaukee,43.064388,-87.966202,North America,Business,,Bombing/Explosion,,,Left-Wing Militants,-99.0,0.0,0.0,0.0
1970-09-04,United States,Santa Ana,33.745573,-117.867834,North America,Government (General),,Bombing/Explosion,,,Left-Wing Militants,-99.0,0.0,0.0,0.0
1970-09-04,United States,St. Paul,44.943829,-93.093326,North America,Business,,Bombing/Explosion,,,Unknown,,0.0,0.0,0.0
1970-09-04,Uruguay,Montevideo,-34.891151,-56.187214,South America,Government (General),,Assassination,,,Tupamaros (Uruguay),4.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,
1970-09-05,United States,DeWitt,41.82277,-90.538969,North America,Police,,Bombing/Explosion,,,Black Nationalists,1.0,2.0,0.0,2.0
1970-09-05,United States,Los Angeles,34.097866,-118.407379,North America,Government (General),Private Citizens & Property,Bombing/Explosion,,,Left-Wing Militants,-99.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
1970-09-06,Netherlands,Amsterdam,52.370216,4.895168,Western Europe,Airports & Aircraft,,Hijacking,,,Popular Front for the Liberation of Palestine (PFLP),9.0,0.0,0.0,0.0
1970-09-06,Netherlands,Amsterdam,52.370216,4.895168,Western Europe,Airports & Aircraft,,Hijacking,,,Popular Front for the Liberation of Palestine (PFLP),2.0,0.0,1.0,1.0
,,,,,,,,,,,,,,,
1970-09-06,Switzerland,Zurich,47.36865,8.539182,Western Europe,Airports & Aircraft,,Hijacking,,,Popular Front for the Liberation of Palestine (PFLP),2.0,0.0,0.0,0.0
1970-09-06,United States,Fitchburg,42.58176,-71.792259,North America,Police,,Bombing/Explosion,,,Unknown,-99.0,0.0,0.0,0.0
1970-09-06,West Germany (FRG),Frankfurt,50.11797,8.644191,Western Europe,Airports & Aircraft,,Hijacking,,,Popular Front for the Liberation of Palestine (PFLP),2.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
1970-09-09,Argentina,Cordoba,-31.399301,-64.182129,South America,Government (Diplomatic),,Bombing/Explosion,,,Ejercito Revolucionaria del Pueblo (ERP) (Argentina),3.0,0.0,0.0,0.0
1970-09-09,East Germany (GDR),Berlin,52.50153,13.401851,Eastern Europe,Private Citizens & Property,,Bombing/Explosion,,,Extraparliamentary Opposition (APO),,0.0,0.0,0.0
,,,,,,,,,,,,,,,
1970-09-09,United States,Madison,43.07295,-89.386694,North America,Journalists & Media,,Facility/Infrastructure Attack,,,Right-wing extremists,-99.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,
1970-09-10,United States,Gainesville,29.647665,-82.348458,North America,Educational Institution,,Facility/Infrastructure Attack,,,Student Radicals,-99.0,0.0,0.0,0.0
1970-09-11,Jordan,Amman,31.950001,35.933331,Middle East & North Africa,Government (Diplomatic),,Hostage Taking (Kidnapping),,,Palestine Liberation Organization (PLO),,0.0,0.0,0.0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
1970-09-11,Uruguay,Montevideo,-34.891151,-56.187214,South America,Business,,Bombing/Explosion,,,Tupamaros (Uruguay),4.0,0.0,0.0,0.0
1970-09-12,Argentina,Buenos Aires,-34.61768,-58.444435,South America,Journalists & Media,,Hostage Taking (Kidnapping),,,Unknown,3.0,,,
,,,,,,,,,,,,,,,
1970-09-12,United Kingdom,London,51.504387,-0.140041,Western Europe,Government (Diplomatic),,Hostage Taking (Kidnapping),,,Jewish Defense League (JDL),4.0,0.0,0.0,0.0
1970-09-14,Uruguay,Montevideo,-34.891151,-56.187214,South America,Business,,Facility/Infrastructure Attack,,,Tupamaros (Uruguay),,0.0,0.0,0.0
1970-09-16,Uruguay,Montevideo,-34.891151,-56.187214,South America,Business,,Facility/Infrastructure Attack,,,Tupamaros (Uruguay),,0.0,0.0,0.0
1970-09-18,Argentina,Rosario,-32.951052,-60.666365,South America,Police,,Armed Assault,,,Ejercito Revolucionaria del Pueblo (ERP) (Argentina),6.0,2.0,0.0,2.0
,,,,,,,,,,,,,,,
1970-09-18,United States,Toledo,41.67086,-83.543846,North America,Police,,Armed Assault,,,Black Panthers,1.0,1.0,1.0,2.0
1970-09-20,United States,Newburyport,42.811978,-70.872638,North America,Military,,Bombing/Explosion,,,Welsh Extremists,2.0,0.0,0.0,0.0
1970-09-23,United States,Brighton,42.350097,-71.156442,North America,Police,,Armed Assault,,,"Weather Underground, Weathermen",5.0,0.0,1.0,1.0
1970-09-23,Uruguay,Montevideo,-34.891151,-56.187214,South America,Business,,Facility/Infrastructure Attack,,,Tupamaros (Uruguay),,0.0,0.0,0.0
1970-09-24,East Germany (GDR),Berlin,52.50153,13.401851,Eastern Europe,Government (Diplomatic),,Bombing/Explosion,,,Unknown,,,,
1970-09-24,United States,New York City,40.697132,-73.931351,North America,Government (General),,Bombing/Explosion,,,Unknown,,0.0,0.0,0.0
1970-09-25,United States,New York City,40.697132,-73.931351,North America,Military,,Bombing/Explosion,,,"Weather Underground, Weathermen",,0.0,0.0,0.0
1970-09-26,United States,New York City,40.697132,-73.931351,North America,Government (Diplomatic),,Bombing/Explosion,,,Unknown,,0.0,0.0,0.0
1970-09-26,Uruguay,Montevideo,-34.891151,-56.187214,South America,Police,,Hostage Taking (Kidnapping),,,Tupamaros (Uruguay),4.0,0.0,0.0,0.0
1970-09-27,United States,New York City,40.697132,-73.931351,North America,Airports & Aircraft,,Hijacking,,,Jewish Defense League (JDL),2.0,0.0,0.0,0.0
1970-09-30,United Kingdom,Belfast,54.607712,-5.95621,Western Europe,Private Citizens & Property,,Armed Assault,,,Protestant extremists,,,1.0,
1970-10-01,United States,Baltimore,39.308342,-76.616104,North America,Private Citizens & Property,,Facility/Infrastructure Attack,,,White extremists,-99.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
1970-10-02,Turkey,Izmir,38.395649,27.135641,Middle East & North Africa,Military,,Bombing/Explosion,,,Turkish People's Liberation Front (TPLF)(THKP-C),,0.0,0.0,0.0
1970-10-02,United States,Eugene,44.04483,-123.072606,North America,Educational Institution,,Bombing/Explosion,,,Student Radicals,-99.0,0.0,0.0,0.0
1970-10-02,United States,Glen Burnie,39.162608,-76.624689,North America,Food or Water Supply,,Facility/Infrastructure Attack,,,Neo-Nazi extremists,4.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
1970-10-03,Turkey,Ankara,39.930771,32.76754,Middle East & North Africa,Business,,Bombing/Explosion,,,Turkish People's Liberation Army,,0.0,0.0,0.0
1970-10-03,Turkey,Ankara,39.930771,32.76754,Middle East & North Africa,Government (Diplomatic),,Bombing/Explosion,,,Unknown,,,,
,,,,,,,,,,,,,,,
1970-10-05,Canada,Quebec,46.803137,-71.241298,North America,Government (General),,Hostage Taking (Kidnapping),,,Front de Liberation du Quebec (FLQ),,0.0,0.0,0.0
,,,,,,,,,,,,,,,
1970-10-05,United States,Bluefield,37.264891,-81.240268,North America,Educational Institution,,Bombing/Explosion,,,Student Radicals,-99.0,0.0,0.0,0.0
1970-10-05,United States,Chicago,41.842602,-87.681229,North America,Private Citizens & Property,,Bombing/Explosion,,,"Weather Underground, Weathermen",,0.0,0.0,0.0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
1970-10-06,Turkey,Ankara,39.930771,32.76754,Middle East & North Africa,Military,,Armed Assault,,,Turkish People's Liberation Army,,0.0,0.0,0.0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
1970-10-06,United States,New York City,40.697132,-73.931351,North America,Terrorists/Non-State Militia,,Bombing/Explosion,,,Unknown,,0.0,0.0,0.0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
1970-10-08,United States,Berkeley,37.874043,-122.280022,North America,Educational Institution,,Bombing/Explosion,,,"Weather Underground, Weathermen",,0.0,0.0,0.0
1970-10-08,United States,San Rafael,37.97457,-122.532474,North America,Government (General),,Bombing/Explosion,,,"Weather Underground, Weathermen",,0.0,0.0,0.0
